Price,Locality,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Fully_Equipped_Kitchen,Province,Municipality,Price_Group,Price_Group_Per_Region
390000.0,9800,APARTMENT,APARTMENT,GOOD,2.0,False,Oost-Vlaanderen,Zeveren,350000-550000,Oost-Vlaanderen_350000-550000
340000.0,9000,HOUSE,HOUSE,TO_RENOVATE,4.0,False,Oost-Vlaanderen,Gent,200000-350000,Oost-Vlaanderen_200000-350000
499500.0,8510,HOUSE,VILLA,GOOD,3.0,False,West-Vlaanderen,Rollegem,350000-550000,West-Vlaanderen_350000-550000
269000.0,1150,APARTMENT,APARTMENT,TO_RENOVATE,2.0,False,Brussel,Sint-pieters-woluwe,200000-350000,Brussel_200000-350000
695000.0,1348,HOUSE,COUNTRY_COTTAGE,TO_RENOVATE,3.0,False,Waals-Brabant,Louvain-La-Neuve,550000-750000,Waals-Brabant_550000-750000
525000.0,3051,HOUSE,HOUSE,GOOD,3.0,False,Vlaams-Brabant,Sint-Joris-Weert,350000-550000,Vlaams-Brabant_350000-550000
395000.0,1050,APARTMENT,APARTMENT,AS_NEW,1.0,True,Brussel,Elsene,350000-550000,Brussel_350000-550000
439000.0,1790,HOUSE,BUNGALOW,JUST_RENOVATED,3.0,True,Vlaams-Brabant,Teralfene,350000-550000,Vlaams-Brabant_350000-550000
395000.0,4000,APARTMENT,APARTMENT,GOOD,4.0,False,Luik,Rocourt,350000-550000,Luik_350000-550000
439000.0,8400,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Zandvoorde,350000-550000,West-Vlaanderen_350000-550000
395000.0,8300,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Westkapelle,350000-550000,West-Vlaanderen_350000-550000
446569.0,1950,APARTMENT,SERVICE_FLAT,AS_NEW,1.0,True,Vlaams-Brabant,Kraainem,350000-550000,Vlaams-Brabant_350000-550000
399900.0,2980,HOUSE,HOUSE,TO_RENOVATE,2.0,False,Antwerpen,Zoersel,350000-550000,Antwerpen_350000-550000
329000.0,9920,APARTMENT,APARTMENT,GOOD,2.0,False,Oost-Vlaanderen,Lovendegem,200000-350000,Oost-Vlaanderen_200000-350000
320000.0,4100,HOUSE,HOUSE,TO_BE_DONE_UP,4.0,False,Luik,Seraing,200000-350000,Luik_200000-350000
450000.0,9000,APARTMENT,SERVICE_FLAT,GOOD,2.0,False,Oost-Vlaanderen,Gent,350000-550000,Oost-Vlaanderen_350000-550000
215000.0,4100,HOUSE,HOUSE,JUST_RENOVATED,4.0,False,Luik,Seraing,200000-350000,Luik_200000-350000
419000.0,9185,APARTMENT,DUPLEX,JUST_RENOVATED,4.0,False,Oost-Vlaanderen,Wachtebeke,350000-550000,Oost-Vlaanderen_350000-550000
380000.0,3830,APARTMENT,PENTHOUSE,AS_NEW,2.0,True,Limburg,Wellen,350000-550000,Limburg_350000-550000
444000.0,1000,APARTMENT,APARTMENT,AS_NEW,2.0,True,Brussel,Brussel,350000-550000,Brussel_350000-550000
789000.0,2930,HOUSE,VILLA,GOOD,3.0,True,Antwerpen,Brasschaat,750000-950000,Antwerpen_750000-950000
546950.0,9100,HOUSE,VILLA,AS_NEW,4.0,False,Oost-Vlaanderen,Sint-niklaas,350000-550000,Oost-Vlaanderen_350000-550000
445000.0,9800,HOUSE,HOUSE,AS_NEW,4.0,True,Oost-Vlaanderen,Zeveren,350000-550000,Oost-Vlaanderen_350000-550000
299000.0,1200,APARTMENT,APARTMENT,AS_NEW,2.0,True,Brussel,Sint-lambrechts-woluwe,200000-350000,Brussel_200000-350000
795000.0,1190,HOUSE,HOUSE,GOOD,4.0,True,Brussel,Vorst,750000-950000,Brussel_750000-950000
750000.0,8800,HOUSE,VILLA,GOOD,3.0,False,West-Vlaanderen,Rumbeke,550000-750000,West-Vlaanderen_550000-750000
215000.0,1070,APARTMENT,APARTMENT,GOOD,1.0,False,Brussel,Anderlecht,200000-350000,Brussel_200000-350000
343000.0,9051,APARTMENT,APARTMENT,GOOD,2.0,False,Oost-Vlaanderen,Sint-Denijs-Westrem,200000-350000,Oost-Vlaanderen_200000-350000
495000.0,9930,HOUSE,HOUSE,GOOD,4.0,False,Oost-Vlaanderen,Zomergem,350000-550000,Oost-Vlaanderen_350000-550000
395000.0,1160,APARTMENT,APARTMENT,AS_NEW,2.0,True,Brussel,Oudergem,350000-550000,Brussel_350000-550000
399000.0,1851,HOUSE,HOUSE,GOOD,3.0,False,Vlaams-Brabant,Humbeek,350000-550000,Vlaams-Brabant_350000-550000
199000.0,2300,APARTMENT,APARTMENT,JUST_RENOVATED,1.0,False,Antwerpen,Turnhout,100000-200000,Antwerpen_100000-200000
289500.0,8500,HOUSE,HOUSE,GOOD,3.0,False,West-Vlaanderen,Kortrijk,200000-350000,West-Vlaanderen_200000-350000
375000.0,4420,HOUSE,HOUSE,AS_NEW,4.0,False,Luik,Tilleur,350000-550000,Luik_350000-550000
340000.0,8430,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Middelkerke,200000-350000,West-Vlaanderen_200000-350000
295000.0,1140,APARTMENT,FLAT_STUDIO,AS_NEW,1.0,True,Brussel,Evere,200000-350000,Brussel_200000-350000
420000.0,1410,APARTMENT,APARTMENT,JUST_RENOVATED,3.0,True,Waals-Brabant,Waterloo,350000-550000,Waals-Brabant_350000-550000
365000.0,9506,APARTMENT,GROUND_FLOOR,AS_NEW,3.0,True,Oost-Vlaanderen,Zandbergen,350000-550000,Oost-Vlaanderen_350000-550000
239000.0,9800,APARTMENT,APARTMENT,GOOD,2.0,True,Oost-Vlaanderen,Zeveren,200000-350000,Oost-Vlaanderen_200000-350000
795000.0,1790,HOUSE,VILLA,GOOD,4.0,True,Vlaams-Brabant,Teralfene,750000-950000,Vlaams-Brabant_750000-950000
475000.0,8670,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Wulpen,350000-550000,West-Vlaanderen_350000-550000
379000.0,2620,HOUSE,HOUSE,GOOD,3.0,False,Antwerpen,Hemiksem,350000-550000,Antwerpen_350000-550000
275655.0,3800,HOUSE,HOUSE,GOOD,3.0,False,Limburg,Zepperen,200000-350000,Limburg_200000-350000
349000.0,9170,HOUSE,HOUSE,GOOD,4.0,False,Oost-Vlaanderen,Sint-gillis-waas,200000-350000,Oost-Vlaanderen_200000-350000
260000.0,7750,APARTMENT,APARTMENT,GOOD,3.0,False,Henegouwen,Russeignies,200000-350000,Henegouwen_200000-350000
499000.0,2000,HOUSE,HOUSE,AS_NEW,3.0,True,Antwerpen,Antwerpen,350000-550000,Antwerpen_350000-550000
499000.0,1050,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,True,Brussel,Elsene,350000-550000,Brussel_350000-550000
349000.0,2800,HOUSE,HOUSE,GOOD,3.0,False,Antwerpen,Walem,200000-350000,Antwerpen_200000-350000
499000.0,2070,HOUSE,HOUSE,AS_NEW,3.0,False,Antwerpen,Zwijndrecht,350000-550000,Antwerpen_350000-550000
189900.0,2500,APARTMENT,DUPLEX,AS_NEW,2.0,False,Antwerpen,Lier,100000-200000,Antwerpen_100000-200000
447500.0,9230,HOUSE,HOUSE,GOOD,4.0,True,Oost-Vlaanderen,Wetteren,350000-550000,Oost-Vlaanderen_350000-550000
745000.0,5380,HOUSE,HOUSE,GOOD,4.0,True,Namen,Tillier,550000-750000,Namen_550000-750000
395000.0,5380,HOUSE,HOUSE,GOOD,4.0,True,Namen,Tillier,350000-550000,Namen_350000-550000
185000.0,1082,APARTMENT,APARTMENT,GOOD,2.0,False,Brussel,Sint-agatha-berchem,100000-200000,Brussel_100000-200000
335000.0,3300,HOUSE,HOUSE,AS_NEW,3.0,False,Vlaams-Brabant,Vissenaken,200000-350000,Vlaams-Brabant_200000-350000
325000.0,8670,APARTMENT,APARTMENT,AS_NEW,3.0,False,West-Vlaanderen,Wulpen,200000-350000,West-Vlaanderen_200000-350000
410000.0,9100,HOUSE,HOUSE,AS_NEW,4.0,True,Oost-Vlaanderen,Sint-niklaas,350000-550000,Oost-Vlaanderen_350000-550000
314500.0,8890,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Moorslede,200000-350000,West-Vlaanderen_200000-350000
329000.0,5651,HOUSE,HOUSE,AS_NEW,3.0,False,Namen,Thy-Le-Château,200000-350000,Namen_200000-350000
188000.0,6760,HOUSE,HOUSE,GOOD,3.0,False,Luxemburg,Virton,100000-200000,Luxemburg_100000-200000
275000.0,8531,HOUSE,HOUSE,TO_BE_DONE_UP,4.0,False,West-Vlaanderen,Hulste,200000-350000,West-Vlaanderen_200000-350000
645500.0,9820,APARTMENT,APARTMENT,GOOD,3.0,False,Oost-Vlaanderen,Schelderode,550000-750000,Oost-Vlaanderen_550000-750000
335000.0,2100,APARTMENT,GROUND_FLOOR,GOOD,3.0,False,Antwerpen,Deurne,200000-350000,Antwerpen_200000-350000
314000.0,2520,APARTMENT,DUPLEX,GOOD,2.0,True,Antwerpen,Ranst,200000-350000,Antwerpen_200000-350000
165000.0,4030,HOUSE,HOUSE,TO_RENOVATE,4.0,False,Luik,Grivegnee,100000-200000,Luik_100000-200000
119000.0,4671,APARTMENT,TRIPLEX,GOOD,2.0,False,Luik,Saive,100000-200000,Luik_100000-200000
120000.0,6230,HOUSE,BUNGALOW,TO_BE_DONE_UP,2.0,False,Henegouwen,Viesville,100000-200000,Henegouwen_100000-200000
199000.0,9100,HOUSE,HOUSE,TO_RENOVATE,4.0,False,Oost-Vlaanderen,Sint-niklaas,100000-200000,Oost-Vlaanderen_100000-200000
765000.0,3570,HOUSE,VILLA,GOOD,4.0,False,Limburg,Alken,750000-950000,Limburg_750000-950000
219000.0,8490,HOUSE,HOUSE,GOOD,4.0,False,West-Vlaanderen,Zerkegem,200000-350000,West-Vlaanderen_200000-350000
225000.0,5540,APARTMENT,APARTMENT,GOOD,1.0,False,Namen,Waulsort,200000-350000,Namen_200000-350000
298000.0,2580,HOUSE,HOUSE,GOOD,3.0,False,Antwerpen,Putte,200000-350000,Antwerpen_200000-350000
280000.0,7060,HOUSE,HOUSE,TO_BE_DONE_UP,2.0,False,Henegouwen,Soignies,200000-350000,Henegouwen_200000-350000
369000.0,9500,HOUSE,HOUSE,GOOD,3.0,False,Oost-Vlaanderen,Zarlardinge,350000-550000,Oost-Vlaanderen_350000-550000
285000.0,9940,APARTMENT,APARTMENT,JUST_RENOVATED,2.0,False,Oost-Vlaanderen,Sleidinge,200000-350000,Oost-Vlaanderen_200000-350000
499000.0,3221,HOUSE,HOUSE,TO_BE_DONE_UP,4.0,False,Vlaams-Brabant,Nieuwrode,350000-550000,Vlaams-Brabant_350000-550000
599000.0,2230,HOUSE,HOUSE,TO_BE_DONE_UP,4.0,False,Antwerpen,Ramsel,550000-750000,Antwerpen_550000-750000
310000.0,9120,HOUSE,HOUSE,TO_RENOVATE,3.0,False,Oost-Vlaanderen,Vrasene,200000-350000,Oost-Vlaanderen_200000-350000
150000.0,8670,APARTMENT,APARTMENT,GOOD,1.0,False,West-Vlaanderen,Wulpen,100000-200000,West-Vlaanderen_100000-200000
570000.0,1880,HOUSE,HOUSE,GOOD,3.0,False,Vlaams-Brabant,Ramsdonk,550000-750000,Vlaams-Brabant_550000-750000
400000.0,1040,APARTMENT,APARTMENT,GOOD,2.0,False,Brussel,Etterbeek,350000-550000,Brussel_350000-550000
98000.0,9600,APARTMENT,APARTMENT,GOOD,1.0,False,Oost-Vlaanderen,Ronse,0-100000,Oost-Vlaanderen_0-100000
160000.0,8800,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Rumbeke,100000-200000,West-Vlaanderen_100000-200000
429000.0,2440,HOUSE,HOUSE,GOOD,3.0,False,Antwerpen,Geel,350000-550000,Antwerpen_350000-550000
269000.0,1120,APARTMENT,APARTMENT,GOOD,2.0,True,Brussel,Neder-Over-Heembeek,200000-350000,Brussel_200000-350000
295000.0,8700,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Tielt,200000-350000,West-Vlaanderen_200000-350000
179000.0,8480,HOUSE,HOUSE,TO_RENOVATE,4.0,False,West-Vlaanderen,Ichtegem,100000-200000,West-Vlaanderen_100000-200000
419000.0,2000,APARTMENT,APARTMENT,GOOD,2.0,False,Antwerpen,Antwerpen,350000-550000,Antwerpen_350000-550000
545000.0,8620,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Sint-Joris,350000-550000,West-Vlaanderen_350000-550000
699000.0,6250,HOUSE,EXCEPTIONAL_PROPERTY,AS_NEW,4.0,True,Henegouwen,Roselies,550000-750000,Henegouwen_550000-750000
320000.0,8430,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Middelkerke,200000-350000,West-Vlaanderen_200000-350000
188000.0,3300,APARTMENT,APARTMENT,GOOD,2.0,False,Vlaams-Brabant,Vissenaken,100000-200000,Vlaams-Brabant_100000-200000
445000.0,1150,APARTMENT,APARTMENT,AS_NEW,2.0,False,Brussel,Sint-pieters-woluwe,350000-550000,Brussel_350000-550000
436000.0,3120,APARTMENT,APARTMENT,GOOD,3.0,False,Vlaams-Brabant,Tremelo,350000-550000,Vlaams-Brabant_350000-550000
175000.0,4280,APARTMENT,APARTMENT,GOOD,2.0,False,Luik,Wansin,100000-200000,Luik_100000-200000
399000.0,2640,HOUSE,HOUSE,GOOD,3.0,False,Antwerpen,Mortsel,350000-550000,Antwerpen_350000-550000
139000.0,4020,APARTMENT,APARTMENT,AS_NEW,2.0,False,Luik,Wandre,100000-200000,Luik_100000-200000
179000.0,4000,APARTMENT,DUPLEX,TO_RENOVATE,3.0,False,Luik,Rocourt,100000-200000,Luik_100000-200000
225000.0,6700,HOUSE,HOUSE,GOOD,3.0,False,Luxemburg,Toernich,200000-350000,Luxemburg_200000-350000
250000.0,1470,HOUSE,HOUSE,TO_BE_DONE_UP,1.0,False,Waals-Brabant,Genappe,200000-350000,Waals-Brabant_200000-350000
285000.0,8000,HOUSE,HOUSE,JUST_RENOVATED,1.0,False,West-Vlaanderen,Koolkerke,200000-350000,West-Vlaanderen_200000-350000
375000.0,1853,HOUSE,HOUSE,TO_RENOVATE,4.0,False,Vlaams-Brabant,Strombeek-Bever,350000-550000,Vlaams-Brabant_350000-550000
155000.0,8670,APARTMENT,APARTMENT,JUST_RENOVATED,1.0,False,West-Vlaanderen,Wulpen,100000-200000,West-Vlaanderen_100000-200000
295000.0,9280,HOUSE,MIXED_USE_BUILDING,TO_RENOVATE,4.0,False,Oost-Vlaanderen,Wieze,200000-350000,Oost-Vlaanderen_200000-350000
165000.0,9600,HOUSE,HOUSE,TO_RENOVATE,3.0,False,Oost-Vlaanderen,Ronse,100000-200000,Oost-Vlaanderen_100000-200000
379000.0,7712,HOUSE,VILLA,GOOD,3.0,True,Henegouwen,Herseaux,350000-550000,Henegouwen_350000-550000
560000.0,4000,HOUSE,MANSION,AS_NEW,4.0,False,Luik,Rocourt,550000-750000,Luik_550000-750000
125000.0,9900,HOUSE,HOUSE,TO_RENOVATE,2.0,False,Oost-Vlaanderen,Eeklo,100000-200000,Oost-Vlaanderen_100000-200000
349000.0,2170,HOUSE,HOUSE,GOOD,3.0,False,Antwerpen,Merksem,200000-350000,Antwerpen_200000-350000
585000.0,8300,APARTMENT,DUPLEX,AS_NEW,2.0,False,West-Vlaanderen,Westkapelle,550000-750000,West-Vlaanderen_550000-750000
595000.0,8400,APARTMENT,APARTMENT,JUST_RENOVATED,3.0,False,West-Vlaanderen,Zandvoorde,550000-750000,West-Vlaanderen_550000-750000
179000.0,1140,APARTMENT,PENTHOUSE,AS_NEW,1.0,False,Brussel,Evere,100000-200000,Brussel_100000-200000
200000.0,7110,HOUSE,MIXED_USE_BUILDING,TO_RENOVATE,3.0,False,Henegouwen,Strépy-Bracquegnies,100000-200000,Henegouwen_100000-200000
690000.0,6730,HOUSE,EXCEPTIONAL_PROPERTY,JUST_RENOVATED,4.0,True,Luxemburg,Tintigny,550000-750000,Luxemburg_550000-750000
239000.0,2570,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,False,Antwerpen,Duffel,200000-350000,Antwerpen_200000-350000
765000.0,8300,APARTMENT,APARTMENT,AS_NEW,3.0,False,West-Vlaanderen,Westkapelle,750000-950000,West-Vlaanderen_750000-950000
199000.0,5575,HOUSE,HOUSE,GOOD,3.0,False,Namen,Willerzie,100000-200000,Namen_100000-200000
250000.0,8560,HOUSE,HOUSE,GOOD,3.0,False,West-Vlaanderen,Wevelgem,200000-350000,West-Vlaanderen_200000-350000
245000.0,2050,APARTMENT,APARTMENT,AS_NEW,1.0,True,Antwerpen,Antwerpen,200000-350000,Antwerpen_200000-350000
649000.0,1200,APARTMENT,PENTHOUSE,AS_NEW,4.0,False,Brussel,Sint-lambrechts-woluwe,550000-750000,Brussel_550000-750000
425000.0,2300,APARTMENT,PENTHOUSE,AS_NEW,2.0,True,Antwerpen,Turnhout,350000-550000,Antwerpen_350000-550000
180000.0,9600,APARTMENT,APARTMENT,GOOD,1.0,False,Oost-Vlaanderen,Ronse,100000-200000,Oost-Vlaanderen_100000-200000
565000.0,4690,HOUSE,VILLA,GOOD,4.0,False,Luik,Wonck,550000-750000,Luik_550000-750000
439000.0,8340,HOUSE,HOUSE,GOOD,2.0,True,West-Vlaanderen,Sijsele,350000-550000,West-Vlaanderen_350000-550000
269000.0,9160,APARTMENT,SERVICE_FLAT,GOOD,1.0,False,Oost-Vlaanderen,Lokeren,200000-350000,Oost-Vlaanderen_200000-350000
175000.0,8800,HOUSE,HOUSE,GOOD,3.0,False,West-Vlaanderen,Rumbeke,100000-200000,West-Vlaanderen_100000-200000
249000.0,1070,APARTMENT,APARTMENT,GOOD,3.0,False,Brussel,Anderlecht,200000-350000,Brussel_200000-350000
270000.0,09295,HOUSE,HOUSE,AS_NEW,4.0,False,Unknown,Unknown,200000-350000,Unknown_200000-350000
249000.0,4032,HOUSE,HOUSE,AS_NEW,3.0,False,Luik,Chênee,200000-350000,Luik_200000-350000
420000.0,2018,HOUSE,HOUSE,GOOD,3.0,False,Antwerpen,Antwerpen,350000-550000,Antwerpen_350000-550000
95000.0,9280,HOUSE,HOUSE,GOOD,1.0,False,Oost-Vlaanderen,Wieze,0-100000,Oost-Vlaanderen_0-100000
309000.0,4100,HOUSE,BUNGALOW,GOOD,3.0,False,Luik,Seraing,200000-350000,Luik_200000-350000
250000.0,1200,APARTMENT,APARTMENT,AS_NEW,1.0,True,Brussel,Sint-lambrechts-woluwe,200000-350000,Brussel_200000-350000
265000.0,9940,HOUSE,HOUSE,AS_NEW,3.0,False,Oost-Vlaanderen,Sleidinge,200000-350000,Oost-Vlaanderen_200000-350000
380000.0,9000,APARTMENT,DUPLEX,GOOD,2.0,False,Oost-Vlaanderen,Gent,350000-550000,Oost-Vlaanderen_350000-550000
369000.0,3700,HOUSE,HOUSE,GOOD,3.0,False,Limburg,Widooie,350000-550000,Limburg_350000-550000
560000.0,2018,APARTMENT,APARTMENT,GOOD,2.0,False,Antwerpen,Antwerpen,550000-750000,Antwerpen_550000-750000
259000.0,1180,APARTMENT,APARTMENT,TO_RENOVATE,1.0,False,Brussel,Ukkel,200000-350000,Brussel_200000-350000
312000.0,2830,HOUSE,HOUSE,TO_BE_DONE_UP,4.0,False,Antwerpen,Willebroek,200000-350000,Antwerpen_200000-350000
549000.0,1620,HOUSE,APARTMENT_BLOCK,GOOD,4.0,False,Vlaams-Brabant,Drogenbos,350000-550000,Vlaams-Brabant_350000-550000
270000.0,6790,APARTMENT,APARTMENT,GOOD,2.0,False,Luxemburg,Aubange,200000-350000,Luxemburg_200000-350000
449000.0,2930,HOUSE,HOUSE,GOOD,3.0,False,Antwerpen,Brasschaat,350000-550000,Antwerpen_350000-550000
229000.0,4460,HOUSE,MIXED_USE_BUILDING,AS_NEW,3.0,False,Luik,Velroux,200000-350000,Luik_200000-350000
670000.0,1000,APARTMENT,DUPLEX,GOOD,3.0,False,Brussel,Brussel,550000-750000,Brussel_550000-750000
499000.0,1850,HOUSE,VILLA,GOOD,4.0,False,Vlaams-Brabant,Grimbergen,350000-550000,Vlaams-Brabant_350000-550000
650000.0,1180,APARTMENT,APARTMENT,AS_NEW,3.0,True,Brussel,Ukkel,550000-750000,Brussel_550000-750000
184900.0,1070,APARTMENT,APARTMENT,TO_RENOVATE,2.0,False,Brussel,Anderlecht,100000-200000,Brussel_100000-200000
399000.0,8000,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Koolkerke,350000-550000,West-Vlaanderen_350000-550000
275000.0,1060,APARTMENT,APARTMENT,GOOD,2.0,False,Brussel,Sint-gillis,200000-350000,Brussel_200000-350000
289000.0,1090,APARTMENT,APARTMENT,AS_NEW,2.0,False,Brussel,Jette,200000-350000,Brussel_200000-350000
109000.0,7700,HOUSE,HOUSE,TO_BE_DONE_UP,2.0,False,Henegouwen,Moeskroen,100000-200000,Henegouwen_100000-200000
375000.0,9700,APARTMENT,APARTMENT,GOOD,2.0,False,Oost-Vlaanderen,Welden,350000-550000,Oost-Vlaanderen_350000-550000
250000.0,1400,HOUSE,BUNGALOW,GOOD,2.0,False,Waals-Brabant,Nivelles,200000-350000,Waals-Brabant_200000-350000
285000.0,2600,APARTMENT,GROUND_FLOOR,JUST_RENOVATED,1.0,False,Antwerpen,Berchem,200000-350000,Antwerpen_200000-350000
469000.0,2630,HOUSE,HOUSE,JUST_RENOVATED,4.0,True,Antwerpen,Aartselaar,350000-550000,Antwerpen_350000-550000
599000.0,9991,HOUSE,VILLA,GOOD,3.0,False,Oost-Vlaanderen,Adegem,550000-750000,Oost-Vlaanderen_550000-750000
159000.0,4420,HOUSE,HOUSE,TO_RENOVATE,3.0,False,Luik,Tilleur,100000-200000,Luik_100000-200000
490000.0,8380,APARTMENT,APARTMENT,AS_NEW,2.0,True,West-Vlaanderen,Zeebrugge,350000-550000,West-Vlaanderen_350000-550000
250000.0,7880,HOUSE,HOUSE,JUST_RENOVATED,4.0,False,Henegouwen,Vloesberg,200000-350000,Henegouwen_200000-350000
150000.0,8370,APARTMENT,APARTMENT,GOOD,1.0,False,West-Vlaanderen,Uitkerke,100000-200000,West-Vlaanderen_100000-200000
395000.0,9230,APARTMENT,APARTMENT,GOOD,2.0,False,Oost-Vlaanderen,Wetteren,350000-550000,Oost-Vlaanderen_350000-550000
329000.0,1070,APARTMENT,APARTMENT,AS_NEW,3.0,False,Brussel,Anderlecht,200000-350000,Brussel_200000-350000
339000.0,4051,HOUSE,HOUSE,GOOD,3.0,False,Luik,Vaux-Sous-Chèvremont,200000-350000,Luik_200000-350000
115000.0,6880,APARTMENT,APARTMENT,AS_NEW,2.0,False,Luxemburg,Orgeo,100000-200000,Luxemburg_100000-200000
365000.0,1050,APARTMENT,DUPLEX,GOOD,3.0,False,Brussel,Elsene,350000-550000,Brussel_350000-550000
279000.0,8830,APARTMENT,APARTMENT,GOOD,2.0,True,West-Vlaanderen,Hooglede,200000-350000,West-Vlaanderen_200000-350000
555000.0,1410,HOUSE,VILLA,GOOD,3.0,False,Waals-Brabant,Waterloo,550000-750000,Waals-Brabant_550000-750000
385000.0,1180,APARTMENT,APARTMENT,GOOD,3.0,False,Brussel,Ukkel,350000-550000,Brussel_350000-550000
345000.0,8790,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Waregem,200000-350000,West-Vlaanderen_200000-350000
320000.0,8400,APARTMENT,TRIPLEX,JUST_RENOVATED,3.0,False,West-Vlaanderen,Zandvoorde,200000-350000,West-Vlaanderen_200000-350000
85000.0,5540,HOUSE,COUNTRY_COTTAGE,GOOD,2.0,False,Namen,Waulsort,0-100000,Namen_0-100000
465000.0,9870,HOUSE,HOUSE,GOOD,3.0,False,Oost-Vlaanderen,Zulte,350000-550000,Oost-Vlaanderen_350000-550000
284000.0,4100,HOUSE,HOUSE,GOOD,4.0,False,Luik,Seraing,200000-350000,Luik_200000-350000
539000.0,8300,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Westkapelle,350000-550000,West-Vlaanderen_350000-550000
798000.0,8300,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Westkapelle,750000-950000,West-Vlaanderen_750000-950000
220000.0,4460,HOUSE,HOUSE,JUST_RENOVATED,4.0,True,Luik,Velroux,200000-350000,Luik_200000-350000
275000.0,9300,APARTMENT,TRIPLEX,AS_NEW,3.0,True,Oost-Vlaanderen,Aalst,200000-350000,Oost-Vlaanderen_200000-350000
199000.0,4032,HOUSE,HOUSE,GOOD,3.0,False,Luik,Chênee,100000-200000,Luik_100000-200000
199000.0,4100,HOUSE,HOUSE,TO_RENOVATE,4.0,False,Luik,Seraing,100000-200000,Luik_100000-200000
149000.0,4020,HOUSE,HOUSE,GOOD,1.0,False,Luik,Wandre,100000-200000,Luik_100000-200000
310000.0,9660,HOUSE,BUNGALOW,TO_RENOVATE,4.0,False,Oost-Vlaanderen,Zegelsem,200000-350000,Oost-Vlaanderen_200000-350000
398000.0,1400,HOUSE,HOUSE,GOOD,3.0,True,Waals-Brabant,Nivelles,350000-550000,Waals-Brabant_350000-550000
311000.0,1490,APARTMENT,APARTMENT,AS_NEW,2.0,True,Waals-Brabant,Court-saint-etienne,200000-350000,Waals-Brabant_200000-350000
522116.0,9230,HOUSE,VILLA,AS_NEW,3.0,True,Oost-Vlaanderen,Wetteren,350000-550000,Oost-Vlaanderen_350000-550000
169000.0,8940,HOUSE,HOUSE,TO_RENOVATE,3.0,False,West-Vlaanderen,Wervik,100000-200000,West-Vlaanderen_100000-200000
299000.0,3500,APARTMENT,APARTMENT,GOOD,2.0,False,Limburg,Sint-Lambrechts-Herk,200000-350000,Limburg_200000-350000
280000.0,4960,APARTMENT,GROUND_FLOOR,AS_NEW,3.0,False,Luik,Malmedy,200000-350000,Luik_200000-350000
159000.0,4680,APARTMENT,APARTMENT,TO_BE_DONE_UP,1.0,False,Luik,Oupeye,100000-200000,Luik_100000-200000
430000.0,4163,HOUSE,HOUSE,AS_NEW,3.0,False,Luik,Tavier,350000-550000,Luik_350000-550000
310000.0,3000,APARTMENT,APARTMENT,GOOD,2.0,True,Vlaams-Brabant,Leuven,200000-350000,Vlaams-Brabant_200000-350000
225000.0,4280,HOUSE,HOUSE,TO_RENOVATE,4.0,False,Luik,Wansin,200000-350000,Luik_200000-350000
305000.0,1040,APARTMENT,APARTMENT,GOOD,2.0,False,Brussel,Etterbeek,200000-350000,Brussel_200000-350000
195000.0,7800,HOUSE,VILLA,GOOD,2.0,False,Henegouwen,Lanquesaint,100000-200000,Henegouwen_100000-200000
250000.0,9051,APARTMENT,APARTMENT,GOOD,1.0,True,Oost-Vlaanderen,Sint-Denijs-Westrem,200000-350000,Oost-Vlaanderen_200000-350000
249000.0,1020,APARTMENT,GROUND_FLOOR,TO_BE_DONE_UP,3.0,False,Brussel,Laken,200000-350000,Brussel_200000-350000
550000.0,1150,APARTMENT,SERVICE_FLAT,GOOD,2.0,False,Brussel,Sint-pieters-woluwe,350000-550000,Brussel_350000-550000
385000.0,8470,HOUSE,HOUSE,AS_NEW,3.0,False,West-Vlaanderen,Zevekote,350000-550000,West-Vlaanderen_350000-550000
249000.0,1120,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,False,Brussel,Neder-Over-Heembeek,200000-350000,Brussel_200000-350000
431400.0,8750,HOUSE,HOUSE,GOOD,3.0,False,West-Vlaanderen,Zwevezele,350000-550000,West-Vlaanderen_350000-550000
229000.0,8500,HOUSE,HOUSE,AS_NEW,3.0,True,West-Vlaanderen,Kortrijk,200000-350000,West-Vlaanderen_200000-350000
185000.0,2880,HOUSE,HOUSE,GOOD,2.0,False,Antwerpen,Weert,100000-200000,Antwerpen_100000-200000
