Price,Locality,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Terrace,Garden,Surface_area_plot_of_land,Number_of_Facades,Swimming_Pool,Lift,Municipality,Province,Region,Property_Size
295000,1081,APARTMENT,APARTMENT,AS_NEW,2,98.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Koekelberg,Brussels Capital,Bruxelles-Capital,Medium
249000,9100,APARTMENT,APARTMENT,GOOD,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Sint-Niklaas,East Flanders,Flanders,Medium
649000,1080,APARTMENT,GROUND_FLOOR,AS_NEW,3,172.0,1,0.0,0.0,0.0,4.0,0.0,0.0,Molenbeek-Saint-Jean,Brussels Capital,Bruxelles-Capital,Large
330000,1600,HOUSE,HOUSE,TO_RENOVATE,3,170.0,0,0.0,1.0,114.0,3.0,0.0,0.0,Sint-Pieters-Leeuw,Flemish Brabant,Flanders,Large
185000,8890,HOUSE,HOUSE,TO_RESTORE,4,190.0,0,1.0,0.0,422.0,3.0,0.0,0.0,Moorslede,West Flanders,Flanders,Large
319000,2400,APARTMENT,DUPLEX,AS_NEW,3,134.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Dessel,Antwerp,Flanders,Large
530000,1780,HOUSE,HOUSE,GOOD,4,200.0,1,1.0,1.0,378.0,3.0,0.0,0.0,Wemmel,Flemish Brabant,Flanders,Large
295000,7190,HOUSE,HOUSE,AS_NEW,4,190.0,0,1.0,1.0,470.0,2.0,0.0,0.0,Écaussinnes,Hainaut,Wallonia,Large
295000,1030,APARTMENT,APARTMENT,AS_NEW,2,93.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Schaerbeek,Brussels Capital,Bruxelles-Capital,Medium
305000,3120,HOUSE,HOUSE,AS_NEW,2,125.0,0,1.0,0.0,339.0,4.0,0.0,0.0,Tremelo,Flemish Brabant,Flanders,Large
239900,2340,APARTMENT,APARTMENT,AS_NEW,1,63.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Beerse,Antwerp,Flanders,Medium
491000,1400,HOUSE,HOUSE,GOOD,3,177.0,0,0.0,0.0,506.0,3.0,0.0,0.0,Nivelles,Walloon Brabant,Wallonia,Large
475000,9890,HOUSE,HOUSE,GOOD,2,151.0,1,1.0,0.0,681.0,3.0,0.0,0.0,Gavere,East Flanders,Flanders,Large
380000,2800,HOUSE,HOUSE,GOOD,2,174.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Mechelen,Antwerp,Flanders,Large
490000,1000,APARTMENT,APARTMENT,GOOD,3,180.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital,Large
556453,9052,APARTMENT,APARTMENT,GOOD,3,131.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders,Large
430000,8420,HOUSE,HOUSE,JUST_RENOVATED,3,188.0,0,0.0,0.0,155.0,2.0,0.0,0.0,De Haan,West Flanders,Flanders,Large
344000,1770,APARTMENT,APARTMENT,GOOD,2,103.0,1,1.0,0.0,0.0,4.0,0.0,1.0,Liedekerke,Flemish Brabant,Flanders,Large
189000,9880,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,82.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Aalter,East Flanders,Flanders,Medium
419000,2000,APARTMENT,APARTMENT,GOOD,1,95.0,0,1.0,0.0,0.0,1.0,0.0,0.0,Antwerpen,Antwerp,Flanders,Medium
287000,9041,APARTMENT,APARTMENT,AS_NEW,2,83.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders,Medium
350000,3080,HOUSE,HOUSE,TO_RENOVATE,3,120.0,0,1.0,0.0,115.0,2.0,0.0,0.0,Tervuren,Flemish Brabant,Flanders,Large
449000,3930,HOUSE,HOUSE,GOOD,4,237.0,0,1.0,0.0,635.0,3.0,0.0,0.0,Hamont-Achel,Limburg,Wallonia,Very Large
297000,6940,HOUSE,HOUSE,GOOD,4,182.0,0,0.0,0.0,600.0,4.0,0.0,0.0,Durbuy,Luxembourg,Wallonia,Large
245000,8301,APARTMENT,APARTMENT,GOOD,1,53.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,West Flanders,Flanders,Medium
252000,8434,APARTMENT,APARTMENT,GOOD,1,76.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Middelkerke,West Flanders,Flanders,Medium
320000,9800,APARTMENT,APARTMENT,GOOD,2,92.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Deinze,East Flanders,Flanders,Medium
350000,8770,HOUSE,HOUSE,GOOD,3,144.0,1,0.0,0.0,198.0,3.0,0.0,0.0,Ingelmunster,West Flanders,Flanders,Large
340000,8430,APARTMENT,APARTMENT,JUST_RENOVATED,1,60.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Middelkerke,West Flanders,Flanders,Medium
209000,1080,APARTMENT,APARTMENT,GOOD,2,78.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Molenbeek-Saint-Jean,Brussels Capital,Bruxelles-Capital,Medium
270000,9940,HOUSE,HOUSE,TO_RENOVATE,3,154.0,0,1.0,0.0,400.0,3.0,0.0,0.0,Evergem,East Flanders,Flanders,Large
150000,7100,APARTMENT,APARTMENT,GOOD,2,84.0,0,1.0,0.0,0.0,2.0,0.0,1.0,La Louvière,Hainaut,Wallonia,Medium
199900,4102,HOUSE,HOUSE,AS_NEW,3,131.0,0,1.0,1.0,160.0,2.0,0.0,0.0,Seraing,Liège,Wallonia,Large
299000,2170,HOUSE,HOUSE,JUST_RENOVATED,3,117.0,0,0.0,0.0,73.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders,Large
799000,8300,APARTMENT,APARTMENT,GOOD,3,115.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,West Flanders,Flanders,Large
480000,6782,HOUSE,HOUSE,JUST_RENOVATED,4,153.0,0,1.0,0.0,311.0,2.0,0.0,0.0,Messancy,Luxembourg,Wallonia,Large
339000,3320,HOUSE,EXCEPTIONAL_PROPERTY,AS_NEW,3,176.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Hoegaarden,Flemish Brabant,Flanders,Large
330000,3190,HOUSE,HOUSE,TO_RENOVATE,2,193.0,0,1.0,0.0,630.0,4.0,0.0,0.0,Boortmeerbeek,Flemish Brabant,Flanders,Large
295000,8450,HOUSE,HOUSE,AS_NEW,4,184.0,0,0.0,1.0,152.0,2.0,0.0,0.0,Bredene,West Flanders,Flanders,Large
350000,1440,HOUSE,HOUSE,TO_RENOVATE,3,135.0,0,1.0,0.0,521.0,4.0,0.0,0.0,Braine-le-Château,Walloon Brabant,Wallonia,Large
790000,8500,APARTMENT,PENTHOUSE,AS_NEW,2,181.0,1,1.0,1.0,0.0,3.0,1.0,1.0,Kortrijk,West Flanders,Flanders,Large
329000,1090,APARTMENT,APARTMENT,AS_NEW,2,97.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Jette,Brussels Capital,Bruxelles-Capital,Medium
450000,1050,APARTMENT,APARTMENT,AS_NEW,2,109.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Ixelles,Brussels Capital,Bruxelles-Capital,Large
245000,8400,APARTMENT,APARTMENT,GOOD,2,87.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oostende,West Flanders,Flanders,Medium
545000,2830,HOUSE,HOUSE,AS_NEW,3,157.0,1,1.0,0.0,436.0,3.0,0.0,0.0,Willebroek,Antwerp,Flanders,Large
595000,9921,HOUSE,HOUSE,GOOD,3,187.0,0,1.0,0.0,538.0,4.0,0.0,0.0,Lievegem,East Flanders,Flanders,Large
385000,3000,APARTMENT,APARTMENT,GOOD,2,85.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Leuven,Flemish Brabant,Flanders,Medium
339000,8400,APARTMENT,APARTMENT,GOOD,3,97.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Oostende,West Flanders,Flanders,Medium
165000,9900,HOUSE,HOUSE,GOOD,2,82.0,0,0.0,0.0,82.0,3.0,0.0,0.0,Eeklo,East Flanders,Flanders,Medium
397000,9890,HOUSE,HOUSE,AS_NEW,3,197.0,1,1.0,1.0,223.0,3.0,0.0,0.0,Gavere,East Flanders,Flanders,Large
375000,9700,APARTMENT,APARTMENT,GOOD,3,155.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oudenaarde,East Flanders,Flanders,Large
348000,2610,APARTMENT,APARTMENT,TO_BE_DONE_UP,3,142.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders,Large
559900,2060,HOUSE,HOUSE,AS_NEW,4,169.0,0,0.0,1.0,98.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders,Large
285000,9280,HOUSE,HOUSE,AS_NEW,3,130.0,0,1.0,0.0,110.0,3.0,0.0,0.0,Lebbeke,East Flanders,Flanders,Large
470000,2140,APARTMENT,APARTMENT,AS_NEW,2,260.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders,Very Large
189000,9800,APARTMENT,APARTMENT,GOOD,2,94.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Deinze,East Flanders,Flanders,Medium
795000,8300,HOUSE,HOUSE,GOOD,3,200.0,0,1.0,0.0,125.0,3.0,0.0,0.0,Knokke-Heist,West Flanders,Flanders,Large
369000,2200,HOUSE,HOUSE,AS_NEW,3,128.0,1,1.0,0.0,271.0,2.0,0.0,0.0,Herentals,Antwerp,Flanders,Large
199000,8400,APARTMENT,APARTMENT,JUST_RENOVATED,2,75.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Oostende,West Flanders,Flanders,Medium
189000,6743,HOUSE,COUNTRY_COTTAGE,GOOD,1,111.0,0,0.0,0.0,465.0,3.0,0.0,0.0,Étalle,Luxembourg,Wallonia,Large
345000,2000,APARTMENT,APARTMENT,GOOD,1,67.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders,Medium
159000,1082,APARTMENT,APARTMENT,TO_RENOVATE,2,75.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Berchem-Sainte-Agathe,Brussels Capital,Bruxelles-Capital,Medium
265000,2580,HOUSE,HOUSE,TO_BE_DONE_UP,3,164.0,0,0.0,0.0,621.0,3.0,0.0,0.0,Putte,Antwerp,Flanders,Large
335000,8530,APARTMENT,PENTHOUSE,AS_NEW,2,102.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Harelbeke,West Flanders,Flanders,Large
175000,7500,APARTMENT,SERVICE_FLAT,AS_NEW,1,65.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Tournai,Hainaut,Wallonia,Medium
169900,4000,APARTMENT,APARTMENT,GOOD,2,79.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Liège,Liège,Wallonia,Medium
335000,8380,HOUSE,HOUSE,TO_RESTORE,1,149.0,0,1.0,1.0,413.0,2.0,0.0,0.0,Brugge,West Flanders,Flanders,Large
427000,9800,APARTMENT,APARTMENT,GOOD,2,93.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Deinze,East Flanders,Flanders,Medium
239000,1790,APARTMENT,DUPLEX,GOOD,2,70.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Affligem,Flemish Brabant,Flanders,Medium
125000,9600,HOUSE,HOUSE,TO_BE_DONE_UP,2,145.0,0,1.0,0.0,88.0,2.0,0.0,0.0,Renaix,East Flanders,Flanders,Large
220000,6230,APARTMENT,APARTMENT,AS_NEW,1,50.0,0,1.0,0.0,0.0,2.0,1.0,1.0,Pont-à-Celles,Hainaut,Wallonia,Small
450000,5000,HOUSE,HOUSE,GOOD,4,235.0,0,1.0,1.0,290.0,2.0,0.0,0.0,Namur,Namur,Wallonia,Very Large
175000,9700,HOUSE,MIXED_USE_BUILDING,GOOD,1,67.0,0,1.0,0.0,77.0,2.0,0.0,0.0,Oudenaarde,East Flanders,Flanders,Medium
179000,2100,APARTMENT,APARTMENT,AS_NEW,2,94.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders,Medium
430000,5060,HOUSE,HOUSE,AS_NEW,3,153.0,0,1.0,1.0,390.0,2.0,0.0,0.0,Sambreville,Namur,Wallonia,Large
214900,8000,HOUSE,HOUSE,TO_RENOVATE,3,121.0,0,0.0,0.0,194.0,2.0,0.0,0.0,Brugge,West Flanders,Flanders,Large
420000,9150,HOUSE,HOUSE,AS_NEW,3,140.0,1,1.0,1.0,316.0,3.0,0.0,0.0,Kruibeke,East Flanders,Flanders,Large
269000,4000,HOUSE,HOUSE,AS_NEW,3,120.0,0,1.0,1.0,186.0,2.0,0.0,0.0,Liège,Liège,Wallonia,Large
420000,3890,HOUSE,VILLA,AS_NEW,3,150.0,0,1.0,1.0,628.0,4.0,0.0,0.0,Gingelom,Limburg,Wallonia,Large
423200,8830,HOUSE,HOUSE,GOOD,4,219.0,0,1.0,0.0,261.0,3.0,0.0,0.0,Hooglede,West Flanders,Flanders,Very Large
349000,8570,HOUSE,HOUSE,GOOD,3,168.0,0,0.0,0.0,390.0,3.0,0.0,0.0,Anzegem,West Flanders,Flanders,Large
485000,1300,APARTMENT,APARTMENT,GOOD,3,139.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Wavre,Walloon Brabant,Wallonia,Large
248000,2580,HOUSE,HOUSE,TO_RENOVATE,3,148.0,0,1.0,0.0,534.0,4.0,0.0,0.0,Putte,Antwerp,Flanders,Large
219000,2160,APARTMENT,APARTMENT,GOOD,1,53.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Wommelgem,Antwerp,Flanders,Medium
440000,1020,APARTMENT,APARTMENT,AS_NEW,3,143.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Bruxelles,Brussels Capital,Bruxelles-Capital,Large
285000,3945,HOUSE,HOUSE,GOOD,4,200.0,1,0.0,0.0,300.0,3.0,0.0,0.0,Ham,Limburg,Wallonia,Large
159000,6001,APARTMENT,APARTMENT,GOOD,3,85.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Charleroi,Hainaut,Wallonia,Medium
205000,9961,HOUSE,HOUSE,TO_RENOVATE,4,174.0,0,0.0,1.0,200.0,3.0,0.0,0.0,Assenede,East Flanders,Flanders,Large
274000,2640,APARTMENT,APARTMENT,GOOD,2,74.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Mortsel,Antwerp,Flanders,Medium
699000,8300,APARTMENT,APARTMENT,GOOD,3,101.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Knokke-Heist,West Flanders,Flanders,Large
219000,2830,HOUSE,HOUSE,TO_RENOVATE,2,132.0,0,0.0,0.0,173.0,2.0,0.0,0.0,Willebroek,Antwerp,Flanders,Large
375000,8000,HOUSE,HOUSE,AS_NEW,3,140.0,0,1.0,0.0,50.0,3.0,0.0,0.0,Brugge,West Flanders,Flanders,Large
234500,2140,APARTMENT,APARTMENT,GOOD,2,104.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders,Large
149000,2530,APARTMENT,APARTMENT,GOOD,1,58.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Boechout,Antwerp,Flanders,Medium
365000,2018,HOUSE,HOUSE,TO_BE_DONE_UP,3,109.0,0,0.0,0.0,42.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders,Large
179000,8700,HOUSE,HOUSE,GOOD,2,109.0,0,1.0,0.0,71.0,3.0,0.0,0.0,Tielt,West Flanders,Flanders,Large
425000,1760,HOUSE,HOUSE,TO_BE_DONE_UP,3,232.0,0,1.0,0.0,580.0,2.0,0.0,0.0,Roosdaal,Flemish Brabant,Flanders,Very Large
239000,9320,HOUSE,HOUSE,TO_BE_DONE_UP,3,178.0,0,1.0,1.0,220.0,2.0,0.0,0.0,Aalst,East Flanders,Flanders,Large
317500,9600,HOUSE,HOUSE,GOOD,3,125.0,0,1.0,0.0,379.0,3.0,0.0,0.0,Renaix,East Flanders,Flanders,Large
695000,1060,HOUSE,HOUSE,AS_NEW,2,168.0,0,1.0,0.0,52.0,3.0,0.0,0.0,Saint-Gilles,Brussels Capital,Bruxelles-Capital,Large
189000,7500,APARTMENT,APARTMENT,GOOD,3,87.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Tournai,Hainaut,Wallonia,Medium
469000,1000,APARTMENT,APARTMENT,GOOD,4,205.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital,Very Large
230000,4500,APARTMENT,APARTMENT,GOOD,1,77.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Huy,Liège,Wallonia,Medium
274000,2060,HOUSE,HOUSE,JUST_RENOVATED,2,111.0,0,0.0,0.0,47.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders,Large
165000,9160,APARTMENT,APARTMENT,GOOD,2,106.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Lokeren,East Flanders,Flanders,Large
530000,1500,HOUSE,HOUSE,AS_NEW,3,232.0,0,1.0,0.0,538.0,4.0,1.0,0.0,Halle,Flemish Brabant,Flanders,Very Large
399000,9980,HOUSE,HOUSE,AS_NEW,3,150.0,1,1.0,0.0,268.0,3.0,0.0,0.0,Sint-Laureins,East Flanders,Flanders,Large
395000,5530,HOUSE,HOUSE,AS_NEW,3,148.0,0,1.0,0.0,675.0,3.0,0.0,0.0,Yvoir,Namur,Wallonia,Large
260000,3000,APARTMENT,APARTMENT,GOOD,1,78.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Leuven,Flemish Brabant,Flanders,Medium
129000,7700,HOUSE,HOUSE,GOOD,1,147.0,0,0.0,0.0,95.0,2.0,0.0,0.0,Mouscron,Hainaut,Wallonia,Large
499000,2630,APARTMENT,APARTMENT,GOOD,2,138.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Aartselaar,Antwerp,Flanders,Large
359000,2660,HOUSE,HOUSE,GOOD,3,161.0,0,0.0,1.0,170.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders,Large
249000,8380,APARTMENT,APARTMENT,GOOD,2,72.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Brugge,West Flanders,Flanders,Medium
599000,2800,HOUSE,HOUSE,JUST_RENOVATED,3,169.0,0,1.0,1.0,355.0,4.0,0.0,0.0,Mechelen,Antwerp,Flanders,Large
389000,1090,APARTMENT,DUPLEX,GOOD,3,125.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Jette,Brussels Capital,Bruxelles-Capital,Large
270000,1030,APARTMENT,APARTMENT,GOOD,2,85.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Schaerbeek,Brussels Capital,Bruxelles-Capital,Medium
174900,2100,APARTMENT,APARTMENT,AS_NEW,1,50.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders,Small
289000,2870,HOUSE,HOUSE,GOOD,3,148.0,0,1.0,1.0,145.0,2.0,0.0,0.0,Puurs-Sint-Amands,Antwerp,Flanders,Large
360000,6790,HOUSE,HOUSE,GOOD,2,152.0,0,0.0,0.0,269.0,3.0,0.0,0.0,Aubange,Luxembourg,Wallonia,Large
89000,6042,HOUSE,HOUSE,TO_RENOVATE,1,137.0,0,1.0,1.0,282.0,2.0,0.0,0.0,Charleroi,Hainaut,Wallonia,Large
499000,2275,HOUSE,HOUSE,AS_NEW,4,202.0,1,1.0,0.0,325.0,3.0,0.0,0.0,Lille,Antwerp,Flanders,Very Large
229000,1081,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,94.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Koekelberg,Brussels Capital,Bruxelles-Capital,Medium
285000,5530,HOUSE,MIXED_USE_BUILDING,GOOD,4,143.0,0,1.0,0.0,0.0,3.0,0.0,0.0,Yvoir,Namur,Wallonia,Large
285000,2431,HOUSE,HOUSE,GOOD,2,121.0,0,0.0,0.0,765.0,3.0,0.0,0.0,Laakdal,Antwerp,Flanders,Large
265000,4050,APARTMENT,PENTHOUSE,AS_NEW,1,79.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Chaudfontaine,Liège,Wallonia,Medium
245000,5300,APARTMENT,APARTMENT,GOOD,2,88.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Andenne,Namur,Wallonia,Medium
165000,4030,APARTMENT,APARTMENT,GOOD,2,80.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Liège,Liège,Wallonia,Medium
195000,9300,APARTMENT,APARTMENT,GOOD,2,64.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Aalst,East Flanders,Flanders,Medium
279000,1070,APARTMENT,APARTMENT,JUST_RENOVATED,3,110.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Anderlecht,Brussels Capital,Bruxelles-Capital,Large
537900,1190,APARTMENT,DUPLEX,GOOD,4,185.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Forest,Brussels Capital,Bruxelles-Capital,Large
325000,8880,HOUSE,HOUSE,AS_NEW,3,170.0,0,0.0,0.0,206.0,3.0,0.0,0.0,Ledegem,West Flanders,Flanders,Large
249000,3550,APARTMENT,APARTMENT,GOOD,2,92.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Heusden-Zolder,Limburg,Wallonia,Medium
275000,2040,HOUSE,HOUSE,TO_RENOVATE,3,152.0,0,0.0,1.0,751.0,3.0,0.0,0.0,Antwerpen,Antwerp,Flanders,Large
199000,9860,HOUSE,HOUSE,TO_BE_DONE_UP,3,204.0,0,1.0,0.0,553.0,3.0,0.0,0.0,Oosterzele,East Flanders,Flanders,Very Large
205000,8430,APARTMENT,APARTMENT,GOOD,2,75.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Middelkerke,West Flanders,Flanders,Medium
825000,8400,APARTMENT,APARTMENT,AS_NEW,3,116.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Oostende,West Flanders,Flanders,Large
339000,7712,HOUSE,HOUSE,GOOD,3,167.0,0,1.0,0.0,242.0,3.0,0.0,0.0,Mouscron,Hainaut,Wallonia,Large
402593,1800,APARTMENT,APARTMENT,AS_NEW,2,117.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Vilvoorde,Flemish Brabant,Flanders,Large
319000,9130,HOUSE,HOUSE,GOOD,3,170.0,0,0.0,0.0,188.0,3.0,0.0,0.0,Beveren,East Flanders,Flanders,Large
245000,5500,APARTMENT,APARTMENT,JUST_RENOVATED,2,80.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Dinant,Namur,Wallonia,Medium
269000,1853,APARTMENT,APARTMENT,GOOD,2,96.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Grimbergen,Flemish Brabant,Flanders,Medium
539000,9820,APARTMENT,APARTMENT,AS_NEW,1,108.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Merelbeke,East Flanders,Flanders,Large
765000,1000,APARTMENT,APARTMENT,GOOD,2,119.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital,Large
119000,5580,APARTMENT,APARTMENT,GOOD,1,82.0,0,0.0,0.0,0.0,3.0,0.0,0.0,Rochefort,Namur,Wallonia,Medium
295000,7110,HOUSE,HOUSE,GOOD,3,132.0,0,0.0,1.0,283.0,3.0,0.0,0.0,La Louvière,Hainaut,Wallonia,Large
175000,9000,APARTMENT,FLAT_STUDIO,JUST_RENOVATED,1,31.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders,Small
295000,9032,APARTMENT,APARTMENT,GOOD,2,99.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders,Medium
290000,9700,HOUSE,HOUSE,AS_NEW,2,108.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Oudenaarde,East Flanders,Flanders,Large
240000,9000,APARTMENT,APARTMENT,GOOD,2,80.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Gent,East Flanders,Flanders,Medium
439000,8660,APARTMENT,APARTMENT,GOOD,3,132.0,1,1.0,0.0,0.0,4.0,0.0,1.0,De Panne,West Flanders,Flanders,Large
525000,1820,HOUSE,HOUSE,GOOD,4,182.0,1,1.0,1.0,640.0,3.0,0.0,0.0,Steenokkerzeel,Flemish Brabant,Flanders,Large
430000,8620,APARTMENT,APARTMENT,GOOD,2,60.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Nieuwpoort,West Flanders,Flanders,Medium
415000,1050,APARTMENT,APARTMENT,GOOD,3,110.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Ixelles,Brussels Capital,Bruxelles-Capital,Large
595000,8340,APARTMENT,APARTMENT,GOOD,3,122.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Damme,West Flanders,Flanders,Large
199000,1070,APARTMENT,APARTMENT,AS_NEW,1,60.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Anderlecht,Brussels Capital,Bruxelles-Capital,Medium
395000,9000,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,94.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders,Medium
349000,8530,APARTMENT,APARTMENT,GOOD,3,114.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Harelbeke,West Flanders,Flanders,Large
159000,6630,APARTMENT,APARTMENT,GOOD,2,77.0,0,0.0,1.0,0.0,2.0,0.0,0.0,Martelange,Hainaut,Wallonia,Medium
149000,8780,APARTMENT,APARTMENT,GOOD,2,117.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oostrozebeke,West Flanders,Flanders,Large
269000,1083,APARTMENT,APARTMENT,GOOD,2,92.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Ganshoren,Brussels Capital,Bruxelles-Capital,Medium
298000,2570,APARTMENT,APARTMENT,GOOD,2,81.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Duffel,Antwerp,Flanders,Medium
360000,6043,HOUSE,HOUSE,GOOD,3,200.0,0,0.0,0.0,550.0,3.0,0.0,0.0,Charleroi,Hainaut,Wallonia,Large
199000,4020,HOUSE,HOUSE,AS_NEW,3,102.0,0,1.0,1.0,66.0,2.0,0.0,0.0,Liège,Liège,Wallonia,Large
229000,8840,APARTMENT,APARTMENT,AS_NEW,2,83.0,0,1.0,0.0,0.0,4.0,0.0,0.0,Staden,West Flanders,Flanders,Medium
230000,1050,APARTMENT,APARTMENT,TO_RENOVATE,1,56.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Ixelles,Brussels Capital,Bruxelles-Capital,Medium
380000,3053,APARTMENT,APARTMENT,GOOD,1,81.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Oud-Heverlee,Flemish Brabant,Flanders,Medium
295000,8400,APARTMENT,APARTMENT,GOOD,2,87.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oostende,West Flanders,Flanders,Medium
155000,6060,HOUSE,HOUSE,GOOD,2,100.0,0,1.0,1.0,0.0,2.0,0.0,0.0,Charleroi,Hainaut,Wallonia,Medium
219500,2100,APARTMENT,GROUND_FLOOR,AS_NEW,2,83.0,0,0.0,1.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders,Medium
798700,1200,APARTMENT,PENTHOUSE,AS_NEW,3,141.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Woluwe-Saint-Lambert,Brussels Capital,Bruxelles-Capital,Large
437000,3271,HOUSE,HOUSE,AS_NEW,3,214.0,1,1.0,0.0,568.0,3.0,0.0,0.0,Scherpenheuvel-Zichem,Flemish Brabant,Flanders,Very Large
